id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
933709,32000,32000,32000, 36 months,6.99,987.93,A,Financial Specialist,10+ years,MORTGAGE,144542,Verified,42339,debt_consolidation,IL,20.83,0,40483,1,8,0,18873,83.1,9,0,12020.73033;
933710,15000,15000,15000, 36 months,14.85,518.88,C,QA Specialist,2 years,MORTGAGE,44000,Verified,42339,credit_card,AR,39.84,0,31686,1,17,0,22587,51.5,37,0,22539.90055;
933711,18000,18000,18000, 36 months,12.88,605.46,C,Assistant County Attorney,< 1 year,RENT,85000,Verified,42339,debt_consolidation,IN,9.25,0,40391,1,9,0,2786,42.2,9,0,8111.774795;
933712,20000,20000,20000, 36 months,7.91,625.9,A,5785 W. Tropicana,5 years,OWN,45000,Source Verified,42339,debt_consolidation,FL,23.19,0,36404,1,19,0,10056,18.8,28,0,19630.65987;
933713,24000,24000,24000, 60 months,14.85,569.08,C,Parts manager,10+ years,MORTGAGE,100000,Not Verified,42339,other,GA,11.79,0,36770,1,13,0,24993,46.2,21,0,30747.12;
933714,3325,3325,3325, 36 months,17.97,120.16,D,Driver,2 years,RENT,57000,Verified,42339,debt_consolidation,AZ,18.72,0,36831,0,6,0,14559,46.4,19,0,19286.8676;
933715,2500,2500,2500, 36 months,16.59,88.63,D,Warehouse Associate,3 years,RENT,30000,Source Verified,42339,credit_card,TX,10.88,0,38231,0,18,0,24650,44.5,32,0,9888.84961;
933716,35000,35000,35000, 36 months,13.44,1186.72,C,IT Corporate Project Manager,1 year,RENT,130000,Source Verified,42339,credit_card,CA,7,0,38169,0,5,0,44351,75.9,9,0,9177.000847;
933717,8500,8500,8500, 36 months,6.99,262.42,A,Office Admin,10+ years,OWN,60000,Not Verified,42339,credit_card,CA,9.27,0,31656,0,5,0,33400,49.1,11,0,5236.459068;
933718,24000,24000,24000, 36 months,14.85,830.21,C,Letter carrier,10+ years,MORTGAGE,65000,Source Verified,42339,debt_consolidation,NJ,6.06,0,36495,1,8,0,13295,28.2,35,0,19992.72;
933719,20000,20000,20000, 36 months,11.48,659.33,B,,n/a,OWN,50000,Verified,42339,small_business,IL,25.83,5,32509,2,13,0,5217,51.7,31,0,2983.818307;
933720,14000,14000,14000, 36 months,6.99,432.22,A,Mtc tech ,10+ years,MORTGAGE,125000,Not Verified,42339,debt_consolidation,UT,15.27,0,34121,1,12,0,36215,65.6,29,0,19373.22;
933721,35000,35000,35000, 60 months,18.49,898.13,D,Realtor,3 years,RENT,100000,Source Verified,42339,debt_consolidation,FL,32.36,0,38231,0,9,1,1085,7.8,15,0,20255.18;
933722,10775,10775,10775, 36 months,11.99,357.84,C,Mail shipper clerk,10+ years,OWN,28000,Source Verified,42339,credit_card,NY,1.73,1,38565,0,5,1,2933,24.4,7,0,2762.342737;
933723,12000,12000,12000, 60 months,11.99,266.88,C,System Engineer,10+ years,MORTGAGE,83600,Not Verified,42339,debt_consolidation,LA,28.2,0,36770,0,15,0,7591,54.2,53,0,18645.93537;
933724,10000,10000,10000, 36 months,6.49,306.45,A,SVP/Gaming Manager,10+ years,MORTGAGE,160000,Not Verified,42339,credit_card,NC,3.56,0,37438,0,11,0,4026,8.1,21,0,12425.05024;
933725,2700,2700,2700, 36 months,11.99,89.67,C,Armored courier,2 years,RENT,52000,Source Verified,42339,debt_consolidation,NJ,15.64,0,39326,0,6,0,5961,71,15,0,13603.94423;
933726,16000,16000,16000, 36 months,5.32,481.84,A,a/p supervisor,10+ years,MORTGAGE,51000,Not Verified,42339,credit_card,TN,15.73,0,32448,1,12,0,8696,46.8,27,0,11093.82143;
933727,6000,6000,6000, 36 months,17.97,216.83,D,Land Management Agent 2,< 1 year,MORTGAGE,75000,Not Verified,42339,credit_card,AK,8.04,0,34547,1,8,0,15362,80.4,13,0,28267.48169;
933728,10000,10000,10000, 36 months,6.99,308.73,A,Director of Sales ,7 years,MORTGAGE,150000,Not Verified,42339,home_improvement,NY,7.47,0,37196,0,3,0,7329,100.4,8,0,37296.65;
933729,7000,7000,7000, 36 months,11.48,230.77,B,Teacher/Coach,1 year,RENT,66000,Verified,42339,credit_card,NY,13.51,0,36739,1,18,0,27528,70,38,0,11456.28;
933730,7450,7450,7450, 36 months,19.48,274.9,E,deli Clark,5 years,MORTGAGE,20000,Source Verified,42339,debt_consolidation,NY,11,0,35977,1,7,1,2269,29.9,22,0,5571.08;
933731,18000,18000,18000, 60 months,19.48,471.7,E,Case manager ,5 years,MORTGAGE,45000,Verified,42339,debt_consolidation,IL,11.64,0,28095,0,12,0,9320,60.9,30,0,20037.06887;
933732,5500,5500,5500, 36 months,8.49,173.6,B,Physical Therapist,1 year,RENT,72800,Source Verified,42339,debt_consolidation,CT,11.08,2,36770,0,19,0,9857,49.8,32,0,5804.643709;
933733,28000,28000,27750, 36 months,6.99,864.44,A,Territory Manager,10+ years,MORTGAGE,131000,Not Verified,42339,small_business,CO,10.29,0,35309,0,8,1,828,11,25,0,17051.55228;
933734,16000,16000,16000, 60 months,11.99,355.84,C,Client Tech Specialist,4 years,OWN,44096,Not Verified,42339,home_improvement,NH,12.23,0,37530,1,3,0,945,10.4,29,0,6299.4;
933735,21000,21000,21000, 60 months,12.88,476.53,C,Designer/drafter,10+ years,RENT,83000,Not Verified,42339,credit_card,TX,18.35,0,35735,0,15,0,30194,62.4,37,0,30873.47213;
933736,3000,3000,3000, 36 months,10.78,97.91,B,Fix it tech/ assistant manager ,8 years,RENT,17000,Not Verified,42339,major_purchase,AL,10.82,0,36708,0,11,0,14690,36.4,33,0,10578.06;
933737,15000,15000,15000, 36 months,11.48,494.5,B,Substance Abuse Specialist,3 years,RENT,61000,Source Verified,42339,credit_card,OH,39.03,1,37288,0,20,0,24396,43.1,36,0,21010.9821;
933738,16000,16000,16000, 36 months,5.32,481.84,A,Airport Dispatcher,10+ years,MORTGAGE,75000,Not Verified,42339,debt_consolidation,OH,20.06,0,36831,0,18,1,9060,34.1,47,0,25343.95;
933739,14050,14050,14050, 36 months,10.78,458.52,B,paraprofessional supervisor,4 years,RENT,44000,Not Verified,42339,debt_consolidation,CO,25.99,0,36281,1,13,0,16520,74.1,17,0,13217.46;
933740,15000,15000,15000, 60 months,18.99,389.03,E,teacher,10+ years,RENT,42000,Source Verified,42339,debt_consolidation,AL,16.5,0,36100,0,10,0,3441,8.3,19,0,15538.24501;
933741,5000,5000,5000, 36 months,6.49,153.23,A,Chief,10+ years,MORTGAGE,72000,Not Verified,42339,other,CO,19.99,0,37803,0,8,0,626,4.2,21,0,25660.35435;
933742,17800,17800,17800, 36 months,15.77,623.78,D,system anilyst,4 years,MORTGAGE,71000,Not Verified,42339,credit_card,CO,26.49,0,35400,1,5,0,27276,80.2,15,0,35800.28998;
933743,15000,15000,15000, 36 months,13.99,512.6,C,Customer Manager,10+ years,RENT,72100,Verified,42339,debt_consolidation,NY,13.29,0,36647,0,7,1,7908,86,13,0,22588.33898;
933744,35000,35000,35000, 36 months,13.44,1186.72,C,Chief Security Officer,1 year,MORTGAGE,160000,Verified,42339,debt_consolidation,MN,6,0,36586,1,12,1,15011,52.9,22,0,16887.64456;
933745,20000,20000,20000, 36 months,9.8,643.47,B,Preferred Sales Associate,10+ years,MORTGAGE,59120,Source Verified,42339,home_improvement,NJ,26.62,0,34213,1,14,0,18708,52,26,0,5600.689456;
933746,4500,4500,4500, 36 months,9.17,143.46,B,Educational Assistant,10+ years,RENT,30000,Source Verified,42339,credit_card,MN,27.29,0,35065,0,14,0,37233,78.7,25,0,34311.7588;
933747,11000,11000,11000, 36 months,9.17,350.67,B,teacher,10+ years,RENT,106000,Source Verified,42339,debt_consolidation,NY,13.84,0,39995,0,5,0,6289,96.8,5,0,7618.630721;
933748,7000,7000,7000, 36 months,6.99,216.11,A,Technican ,8 years,MORTGAGE,55000,Verified,42339,debt_consolidation,CA,16.11,2,37408,1,9,0,7235,54.8,20,0,7456.123225;
933749,8000,8000,8000, 36 months,9.8,257.39,B,Manager,10+ years,MORTGAGE,45000,Verified,42339,credit_card,WA,9.36,0,32112,3,7,1,4386,70.7,16,0,2346.197781;
933750,20000,20000,20000, 36 months,7.91,625.9,A,,n/a,MORTGAGE,80000,Not Verified,42339,credit_card,OH,24.2,0,37561,0,18,0,10247,38,37,0,10992.6005;
933751,5000,5000,5000, 36 months,7.49,155.51,A,Assistant Project Manager,4 years,MORTGAGE,52000,Not Verified,42339,debt_consolidation,FL,14.14,1,34790,1,8,0,6199,84.9,10,0,11722.43888;
933752,26400,26400,26375, 36 months,16.59,935.86,D,Server,< 1 year,RENT,60000,Source Verified,42339,debt_consolidation,NJ,21.07,1,37043,0,7,0,29804,65.6,25,0,27773.60399;
933753,32725,32725,32675, 60 months,28.49,1028.62,G,Account Manager,< 1 year,MORTGAGE,86000,Source Verified,42339,debt_consolidation,WA,31.81,0,36161,0,12,0,152459,54.1,25,0,18357.94316;
933754,7000,7000,7000, 36 months,11.99,232.47,C,Applications Analyst,8 years,RENT,51000,Not Verified,42339,credit_card,CA,18.37,0,32264,2,8,0,18560,73.1,9,0,17054.97095;
933755,22000,22000,22000, 36 months,11.48,725.27,B,Senior Chemist,10+ years,MORTGAGE,65000,Not Verified,42339,debt_consolidation,FL,14.47,0,38108,0,11,1,10241,42,17,0,12619.78234;
933756,10000,10000,10000, 36 months,11.48,329.67,B,Clerk,10+ years,MORTGAGE,52000,Not Verified,42339,home_improvement,FL,2.36,0,34366,2,8,0,6641,12.1,19,0,5004.13;
933757,10000,10000,10000, 60 months,9.8,211.49,B,Customer Relations,2 years,OWN,40000,Not Verified,42339,medical,IL,19.73,0,38047,0,8,0,4397,22.3,18,0,4762.62;
933758,24000,24000,24000, 36 months,12.88,807.27,C,Driller,10+ years,OWN,105000,Source Verified,42339,home_improvement,PA,21.45,0,35247,1,14,1,7599,23.5,30,0,22867.64068;
933759,12000,12000,12000, 36 months,13.99,410.08,C,manager,8 years,RENT,52200,Verified,42339,credit_card,CA,21.54,0,38169,1,12,0,22780,87.6,21,0,10279.2401;
933760,21000,21000,21000, 36 months,15.77,735.92,D,CIO,10+ years,MORTGAGE,200000,Not Verified,42339,credit_card,OK,23.15,0,37956,1,24,0,29951,52.7,46,0,38131.61;
933761,11200,11200,11200, 36 months,7.49,348.34,A,Shuttle Driver,5 years,RENT,65000,Source Verified,42339,credit_card,NY,9.36,0,39387,0,4,0,6109,58.2,4,0,9241.549293;
933762,13225,13225,13225, 60 months,25.09,388.87,F,Network Administrator ,4 years,RENT,45000,Not Verified,42339,debt_consolidation,IN,19.11,0,31503,3,6,1,3609,41,19,0,5445.459994;
933763,16000,16000,16000, 36 months,7.49,497.63,A,Domestic Transport Supervisor,1 year,MORTGAGE,82500,Not Verified,42339,debt_consolidation,LA,11.84,0,34943,1,12,0,22238,44.6,23,0,21149.69;
933764,16975,16975,16975, 60 months,22.45,473.19,F,Project Manager,3 years,RENT,47160,Not Verified,42339,moving,CA,30.57,0,29677,1,25,0,108464,87.3,46,0,19199.69049;
933765,16000,16000,16000, 36 months,6.99,493.97,A,RN,10+ years,MORTGAGE,60000,Not Verified,42339,debt_consolidation,NC,21.82,0,35096,0,21,0,12265,20.6,54,0,30140.97164;
933766,10000,10000,10000, 36 months,9.17,318.79,B,mail carrier,8 years,MORTGAGE,70000,Not Verified,42339,credit_card,CA,17.1,0,36557,0,18,0,54129,46.2,25,0,40647.15033;
933767,12000,12000,12000, 36 months,7.91,375.54,A,District Manager,10+ years,MORTGAGE,104000,Not Verified,42339,credit_card,VA,16.19,0,38777,0,9,0,5708,30.2,16,0,21389.14;
933768,11000,11000,11000, 36 months,14.85,380.52,C,paralegal,1 year,RENT,48000,Verified,42339,debt_consolidation,UT,21.55,0,36647,0,11,1,9364,30.5,22,0,13980.68622;
933769,16000,16000,16000, 36 months,10.78,522.16,B,,n/a,RENT,98000,Verified,42339,credit_card,NY,5.86,0,38565,0,9,0,8967,66.4,14,0,12333.27087;
933770,2000,2000,2000, 36 months,10.78,65.27,B,CSS Supervisor,10+ years,RENT,66000,Not Verified,42339,debt_consolidation,DC,23.88,3,35370,1,6,0,6223,69.1,24,0,21740.48417;
933771,12000,12000,12000, 36 months,6.49,367.74,A,Controller,7 years,MORTGAGE,61500,Source Verified,42339,debt_consolidation,TX,29.84,0,35125,1,14,0,9743,30.9,23,0,9339.321689;
933772,30000,30000,30000, 60 months,13.44,689.37,C,General Manager,10+ years,MORTGAGE,125000,Source Verified,42339,credit_card,PA,20.14,0,38231,1,19,0,10862,71.5,34,0,11533.29768;
933773,6000,6000,6000, 36 months,14.85,207.56,C,,n/a,MORTGAGE,35000,Source Verified,42339,credit_card,CA,13.11,0,40299,0,6,0,7420,56.6,6,0,6485.236191;
933774,19000,19000,19000, 36 months,16.59,673.54,D,Owner,10+ years,RENT,38000,Not Verified,42339,debt_consolidation,IL,18.26,0,37561,0,12,0,10359,84.2,18,0,16887.49976;
933775,18675,18675,18675, 36 months,8.49,589.44,B,Owner/Operater,10+ years,MORTGAGE,55000,Not Verified,42339,other,IN,24.74,0,37408,2,14,0,20170,52.9,24,0,14461.3;
933776,5000,5000,5000, 36 months,12.88,168.19,C,Utility ,5 years,RENT,30000,Source Verified,42339,other,NY,20.35,0,32599,0,9,1,3008,52.9,38,0,10652.28;
933777,16800,16800,16800, 60 months,12.88,381.23,C,Electrician,< 1 year,OWN,80000,Not Verified,42339,debt_consolidation,CA,8.07,0,30956,0,11,2,5376,40.4,28,0,10615.49;
933778,5900,5900,5900, 36 months,9.17,188.09,B,Support staff,3 years,RENT,25000,Not Verified,42339,credit_card,MN,9.42,0,37043,0,11,0,11468,48.4,23,0,6966.838808;
933779,10000,10000,10000, 36 months,6.49,306.45,A,Vp sales,10+ years,MORTGAGE,108000,Verified,42339,other,TX,13.31,6,37012,5,12,0,20972,55.8,43,0,15442.1;
933780,14400,14400,14400, 60 months,20.5,385.53,E,Director,10+ years,MORTGAGE,56000,Source Verified,42339,debt_consolidation,FL,17.11,0,37591,1,21,0,7924,16.6,38,0,3280.79;
933781,15000,15000,15000, 36 months,5.32,451.73,A,RN,< 1 year,MORTGAGE,70000,Not Verified,42339,car,TN,13.52,1,37288,0,7,1,3665,29,11,0,10590.73;
933782,21000,21000,21000, 60 months,11.99,467.03,C,Heating & Air Technician,9 years,RENT,54603,Not Verified,42339,debt_consolidation,MD,17.8,0,34790,1,19,0,19858,46.1,39,0,29720.5;
933783,4800,4800,4800, 36 months,13.44,162.76,C,Registered Nurse,2 years,RENT,70000,Verified,42339,home_improvement,MO,25.97,0,35339,1,10,0,31933,46.3,29,0,5726.6938;
933784,16000,16000,16000, 60 months,16.59,394.13,D,Delivery Driver,10+ years,MORTGAGE,63000,Verified,42339,home_improvement,PA,24.02,0,37591,1,7,0,3757,31.6,15,0,8161.693232;
933785,8000,8000,8000, 36 months,7.91,250.36,A,technician ,3 years,MORTGAGE,60000,Not Verified,42339,credit_card,TN,17.03,1,33390,0,8,0,11575,73.3,26,0,21655.65393;
933786,12000,12000,12000, 36 months,13.44,406.88,C,COO,2 years,RENT,75000,Source Verified,42339,debt_consolidation,PA,15.87,0,29618,0,13,1,9834,69.7,33,0,12708.30892;
933787,18000,18000,18000, 60 months,9.8,380.68,B,business office manager,8 years,MORTGAGE,57000,Not Verified,42339,debt_consolidation,NY,17.22,0,39479,0,8,0,3919,64.2,10,0,7289.912089;
933788,12000,12000,12000, 36 months,8.49,378.76,B,,n/a,RENT,36000,Source Verified,42339,debt_consolidation,CA,7.32,1,36404,2,10,1,13321,62,33,0,23752.82812;
933789,30000,30000,30000, 36 months,7.91,938.85,A,Sales ,6 years,MORTGAGE,72000,Source Verified,42339,debt_consolidation,OH,11.58,0,35886,1,18,0,71918,26.3,44,0,25972.93103;
933790,9225,9225,9225, 36 months,16.59,327.02,D,Security Forces Member ,3 years,RENT,50000,Source Verified,42339,debt_consolidation,AZ,14.35,0,37987,1,10,0,7422,15.3,31,0,16389.3485;
933791,21000,21000,21000, 36 months,5.32,632.42,A,OTR Driver,10+ years,MORTGAGE,90000,Not Verified,42339,credit_card,CA,15.07,0,35370,1,12,0,20843,73.9,19,0,21819.87;
933792,15725,15725,15700, 36 months,15.77,551.07,D,Sales,< 1 year,MORTGAGE,75000,Source Verified,42339,debt_consolidation,FL,24.09,0,34820,0,16,0,15198,52.4,21,0,13533.21495;
933793,10000,10000,10000, 36 months,11.99,332.1,C,Bus Driver,3 years,RENT,29600,Source Verified,42339,credit_card,IL,8.01,0,37012,1,11,0,17862,62,17,0,13205.94441;
933794,2775,2775,2775, 36 months,19.48,102.4,E,lighted bumper builder,2 years,RENT,34000,Verified,42339,debt_consolidation,NM,25.02,0,37104,0,23,0,10706,47.6,39,0,14731.07;
933795,18000,18000,18000, 36 months,19.89,667.94,E,Duel rate/ blackjack dealer ,8 years,RENT,60000,Not Verified,42339,debt_consolidation,MI,8.53,0,34759,0,4,1,376,8,21,0,14779.5288;
933796,7325,7325,7325, 36 months,10.78,239.05,B,electrician ,5 years,RENT,40000,Verified,42339,debt_consolidation,SC,8.62,0,32690,0,6,1,5376,63.2,8,0,11894.78599;
933797,4800,4800,4800, 36 months,7.49,149.29,A,Sr Mental Health Counselor,9 years,MORTGAGE,82000,Source Verified,42339,credit_card,TX,30.58,0,35004,0,8,0,18290,57.5,21,0,23297.01642;
933798,2000,2000,2000, 36 months,16.59,70.9,D,Account manager,5 years,OWN,96000,Not Verified,42339,debt_consolidation,CT,10.39,0,38991,0,9,0,12323,54.8,18,0,13335.53668;
933799,6000,6000,6000, 36 months,6.99,185.24,A,Audit associate,1 year,RENT,53000,Verified,42339,debt_consolidation,NY,18,0,35278,1,11,0,4594,35.3,14,0,8014.055818;
933800,20000,20000,20000, 36 months,12.88,672.73,C,,n/a,RENT,85000,Verified,42339,small_business,NH,13.48,0,38687,2,7,0,5830,54.5,11,0,12578.63562;
933801,33000,33000,33000, 60 months,13.99,767.69,C,Production Control Manager,9 years,RENT,72500,Source Verified,42339,debt_consolidation,OR,13.61,0,35309,1,7,1,9192,79.9,12,0,6000.693149;
933802,35000,35000,35000, 60 months,12.88,794.21,C,Operations Manager,10+ years,RENT,85000,Source Verified,42339,credit_card,PA,35.91,0,28887,0,18,0,16060,60.1,21,0,6882.750635;
933803,10000,10000,10000, 36 months,7.49,311.02,A,Elementary Teacher,10+ years,MORTGAGE,63000,Source Verified,42339,debt_consolidation,AZ,30.49,0,34943,0,8,0,15914,37.5,14,0,12341.14031;
933804,20000,20000,20000, 36 months,10.78,652.7,B,School Counselor,3 years,MORTGAGE,60000,Source Verified,42339,credit_card,OH,33.69,2,40026,0,11,0,6396,38.5,13,0,5963.2;
933805,22000,22000,22000, 36 months,10.78,717.97,B,Sales  manager,10+ years,RENT,58000,Not Verified,42339,debt_consolidation,OH,13.41,0,37622,1,17,0,18546,32.3,28,0,18483.8;
933806,5875,5875,5875, 36 months,13.99,200.77,C,Presser,7 years,RENT,14000,Verified,42339,credit_card,WI,28.82,0,36708,1,18,0,58071,63,35,0,34247.55532;
933807,7100,7100,7100, 36 months,15.77,248.81,D,Customer Service,1 year,OWN,33000,Source Verified,42339,debt_consolidation,NC,23.2,0,32782,0,28,0,577211,81.6,59,0,50648.98106;
933808,19275,19275,19275, 60 months,14.85,457.04,C,Operation Specialist,< 1 year,RENT,50000,Source Verified,42339,debt_consolidation,TN,28.39,0,31533,0,11,0,8606,44.6,28,0,17216.82336;
933809,25000,25000,25000, 60 months,15.77,604.91,D,Member Service Rep,2 years,RENT,60000,Not Verified,42339,credit_card,LA,13.28,0,29891,1,7,0,6058,54.6,11,0,11608.91797;
933810,5000,5000,5000, 36 months,14.85,172.96,C,Procurer,10+ years,MORTGAGE,72000,Not Verified,42339,debt_consolidation,WA,23.06,0,39142,0,9,0,6925,54.1,11,0,5273.318078;
933811,17750,17750,17575, 36 months,13.99,606.57,C,Academy Team Lead,1 year,MORTGAGE,76780,Source Verified,42339,debt_consolidation,CA,36.64,0,38018,1,13,0,11197,45.1,51,0,12082.05915;
933812,14500,14500,14500, 36 months,13.99,495.51,C,Management,10+ years,MORTGAGE,50000,Verified,42339,credit_card,CA,23.82,0,37012,2,28,0,28795,49,35,0,34446.74261;
933813,9000,9000,9000, 36 months,11.99,298.89,C,HR Manager,7 years,MORTGAGE,80000,Verified,42339,other,IL,33.35,0,35247,0,23,0,38582,86.5,35,0,2385.88006;
933814,12000,12000,12000, 60 months,9.17,250.1,B,CPA,3 years,MORTGAGE,95000,Verified,42339,debt_consolidation,NY,20.74,0,33878,0,4,1,2189,28.4,7,0,8866.534421;
933815,12000,12000,12000, 60 months,18.49,307.93,D,insurance specialist,4 years,RENT,36254,Verified,42339,credit_card,CA,19.56,2,28642,0,4,0,4384,97.4,17,0,5506.4;
933816,24000,24000,24000, 60 months,13.99,558.32,C,PRODUCTION MANAGER,10+ years,RENT,52000,Verified,42339,credit_card,CA,15.1,2,36373,5,11,1,8173,65,20,0,7431.17;
933817,5600,5600,5600, 36 months,12.88,188.37,C,,n/a,RENT,38000,Verified,42339,car,TX,13.74,0,37347,0,10,0,6497,19.6,54,0,4345.069771;
933818,13500,13500,13500, 36 months,11.48,445.05,B,store manager,10+ years,MORTGAGE,55802,Verified,42339,debt_consolidation,NY,13.99,1,37012,0,11,0,11362,24.2,44,0,17100.88845;
933819,15000,15000,15000, 36 months,15.77,525.66,D,Facilities,4 years,MORTGAGE,52000,Verified,42339,debt_consolidation,CA,27.42,0,37408,0,7,1,4397,44,15,0,16539.44;
933820,3600,3600,3600, 36 months,6.49,110.33,A,Operations,10+ years,MORTGAGE,34000,Not Verified,42339,debt_consolidation,TX,28.14,2,35400,0,17,0,12456,54.4,30,0,19486.55062;
933821,3000,3000,3000, 36 months,12.88,100.91,C,technician ,10+ years,MORTGAGE,52000,Source Verified,42339,debt_consolidation,AZ,33.06,0,38473,1,11,0,10225,39.2,20,0,14409.86;
933822,10000,10000,10000, 36 months,6.99,308.73,A,Physical Therapist - Rehab Director,10+ years,MORTGAGE,120000,Not Verified,42339,debt_consolidation,NY,6.89,0,38657,0,5,0,10127,73.4,12,0,23087.80853;
933823,35000,35000,35000, 60 months,19.89,925.15,E,Senior Design Supervisor,7 years,RENT,165000,Source Verified,42339,other,FL,21.92,0,31229,0,10,0,30498,73.7,24,0,15598.86;
933824,24000,24000,24000, 36 months,5.32,722.76,A,Senior Territory Manager,5 years,MORTGAGE,125000,Not Verified,42339,debt_consolidation,NY,14.73,1,37500,0,13,0,6541,48,21,0,5749.789984;
933825,13000,13000,13000, 36 months,9.8,418.26,B,Instructor,10+ years,RENT,26000,Not Verified,42339,debt_consolidation,FL,4.19,0,35796,1,5,1,6869,52.4,16,0,12983.52;
933826,25000,25000,25000, 36 months,7.91,782.38,A,financial advisor,10+ years,MORTGAGE,145000,Source Verified,42339,debt_consolidation,NJ,9.52,0,36861,1,6,1,63,5.7,22,0,11432.46651;
933827,7500,7500,7500, 36 months,8.49,236.73,B,Dockman,10+ years,MORTGAGE,95000,Not Verified,42339,credit_card,CA,23.37,0,32082,0,10,0,25280,63.8,13,0,18350.58497;
933828,26850,26850,26850, 60 months,17.27,671.2,D,West Point Recreation Director,10+ years,MORTGAGE,58400.45,Not Verified,42339,debt_consolidation,NJ,20.67,0,26999,0,14,0,25110,83.4,28,0,9496.02677;
933829,20000,20000,20000, 36 months,12.88,672.73,C,YRC,4 years,RENT,50000,Verified,42339,debt_consolidation,MN,22.68,0,38353,0,13,0,16111,76,44,0,20834.73567;
